Name,BioguideID,District,Party,State,Terms
"Hutchinson, Edward",H001011,4,Republican,Michigan,"Start: 1963, End: 1977, Chamber: House of Representatives"
"Hunter, Duncan",H000981,52,Republican,California,"Start: 1981, End: 2009, Chamber: House of Representatives"
"Hunt, John E.",H000972,1,Republican,New Jersey,"Start: 1967, End: 1975, Chamber: House of Representatives"
"Hungate, William L.",H000965,9,Democratic,Missouri,"Start: 1963, End: 1977, Chamber: House of Representatives"
"Hughes, William J.",H000930,2,Democratic,New Jersey,"Start: 1975, End: 1995, Chamber: House of Representatives"
"Huffington, Michael",H000912,22,Republican,California,"Start: 1993, End: 1995, Chamber: House of Representatives"
"Hudnut, William H., III",H000906,11,Republican,Indiana,"Start: 1973, End: 1975, Chamber: House of Representatives"
"Huckaby, Thomas J. (Jerry)",H000901,5,Democratic,Louisiana,"Start: 1977, End: 1993, Chamber: House of Representatives"
"Huber, Robert J.",H000897,18,Republican,Michigan,"Start: 1973, End: 1975, Chamber: House of Representatives"
"Howe, Allan",H000851,2,Democratic,Utah,"Start: 1975, End: 1977, Chamber: House of Representatives"
"Howard, James J.",H000840,3,Democratic,New Jersey,"Start: 1965, End: 1989, Chamber: House of Representatives"
"Houghton, Amo",H000814,29,Republican,New York,"Start: 1987, End: 2005, Chamber: House of Representatives"
"Hostettler, John N.",H000807,8,Republican,Indiana,"Start: 1995, End: 2007, Chamber: House of Representatives"
"Hosmer, Craig",H000802,32,Republican,California,"Start: 1953, End: 1975, Chamber: House of Representatives"
"Horton, Frank J.",H000797,29,Republican,New York,"Start: 1963, End: 1993, Chamber: House of Representatives"
"Horn, Stephen",H000789,38,Republican,California,"Start: 1993, End: 2003, Chamber: House of Representatives"
"Horn, Joan Kelly",H000788,2,Democratic,Missouri,"Start: 1991, End: 1993, Chamber: House of Representatives"
