Name,BioguideID,District,Party,State,Terms
"Cook, Marlow W.",C000721,N/A,Republican,Kentucky,"Start: 1967, End: 1975, Chamber: Senate"
"Gohmert, Louie",G000552,1,Republican,Texas,"Start: 2005, End: 2023, Chamber: House of Representatives"
"Butterfield, G. K.",B001251,1,Democratic,North Carolina,"Start: 2004, End: 2022, Chamber: House of Representatives"
"Ryan, Tim",R000577,13,Democratic,Ohio,"Start: 2003, End: 2023, Chamber: House of Representatives"
"Langevin, James R.",L000559,2,Democratic,Rhode Island,"Start: 2001, End: 2023, Chamber: House of Representatives"
"Cooper, Jim",C000754,5,Democratic,Tennessee,"Start: 1983, End: 1995, Chamber: House of Representatives; Start: 2003, End: 2023, Chamber: House of Representatives"
"Chabot, Steve",C000266,1,Republican,Ohio,"Start: 1995, End: 2009, Chamber: House of Representatives; Start: 2011, End: 2023, Chamber: House of Representatives"
"Burr, Richard",B001135,N/A,Republican,North Carolina,"Start: 1995, End: 2005, Chamber: House of Representatives; Start: 2005, End: 2023, Chamber: Senate"
"Doyle, Michael F.",D000482,18,Democratic,Pennsylvania,"Start: 1995, End: 2022, Chamber: House of Representatives"
"DeFazio, Peter A.",D000191,4,Democratic,Oregon,"Start: 1987, End: 2023, Chamber: House of Representatives"
"Levitas, Elliott H.",L000265,4,Democratic,Georgia,"Start: 1975, End: 1985, Chamber: House of Representatives"
"Kolbe, Jim",K000306,8,Republican,Arizona,"Start: 1985, End: 2007, Chamber: House of Representatives"
"Hubbard, Carroll, Jr.",H000878,1,Democratic,Kentucky,"Start: 1975, End: 1993, Chamber: House of Representatives"
"Hillis, Elwood H.",H000624,5,Republican,Indiana,"Start: 1971, End: 1987, Chamber: House of Representatives"
"Levin, Andy",L000592,9,Democratic,Michigan,"Start: 2019, End: 2023, Chamber: House of Representatives"
"Sempolinski, Joseph",S001219,23,Republican,New York,"Start: 2022, End: 2023, Chamber: House of Representatives"
"Flores, Mayra",F000473,34,Republican,Texas,"Start: 2022, End: 2023, Chamber: House of Representatives"
"Conway, Connie",C001128,22,Republican,California,"Start: 2022, End: 2023, Chamber: House of Representatives"
"Loeffler, Kelly",L000594,N/A,Republican,Georgia,"Start: 2020, End: 2021, Chamber: Senate"
"Wright, Ron",W000827,6,Republican,Texas,"Start: 2019, End: 2021, Chamber: House of Representatives"
"Delgado, Antonio",D000630,19,Democratic,New York,"Start: 2019, End: 2022, Chamber: House of Representatives"
"Haaland, Debra A.",H001080,1,Democratic,New Mexico,"Start: 2019, End: 2021, Chamber: House of Representatives"
"Hagedorn, Jim",H001088,1,Republican,Minnesota,"Start: 2019, End: 2022, Chamber: House of Representatives"
"Crist, Charlie",C001111,13,Democratic,Florida,"Start: 2017, End: 2022, Chamber: House of Representatives"
"Harris, Kamala D.",H001075,N/A,Democratic,California,"Start: 2017, End: 2021, Chamber: Senate"
"Vela, Filemon",V000132,34,Democratic,Texas,"Start: 2013, End: 2022, Chamber: House of Representatives"
"Deutch, Theodore E.",D000610,22,Democratic,Florida,"Start: 2010, End: 2022, Chamber: House of Representatives"
"Stivers, Steve",S001187,15,Republican,Ohio,"Start: 2011, End: 2021, Chamber: House of Representatives"
"Richmond, Cedric L.",R000588,2,Democratic,Louisiana,"Start: 2011, End: 2021, Chamber: House of Representatives"
"Fudge, Marcia L.",F000455,11,Democratic,Ohio,"Start: 2008, End: 2021, Chamber: House of Representatives"
"Fortenberry, Jeff",F000449,1,Republican,Nebraska,"Start: 2005, End: 2022, Chamber: House of Representatives"
"Nunes, Devin",N000181,22,Republican,California,"Start: 2003, End: 2022, Chamber: House of Representatives"
"Hastings, Alcee L.",H000324,20,Democratic,Florida,"Start: 1993, End: 2021, Chamber: House of Representatives"
"Hall, Kwanza",H001092,5,Democratic,Georgia,"Start: 2020, End: 2021, Chamber: House of Representatives"
"Goodling, George A.",G000290,19,Republican,Pennsylvania,"Start: 1961, End: 1965, Chamber: House of Representatives; Start: 1967, End: 1975, Chamber: House of Representatives"
"Riggleman, Denver",R000611,5,Republican,Virginia,"Start: 2019, End: 2021, Chamber: House of Representatives"
"McAdams, Ben",M001209,4,Democratic,Utah,"Start: 2019, End: 2021, Chamber: House of Representatives"
"Cunningham, Joe",C001122,1,Democratic,South Carolina,"Start: 2019, End: 2021, Chamber: House of Representatives"
"Horn, Kendra S.",H001083,5,Democratic,Oklahoma,"Start: 2019, End: 2021, Chamber: House of Representatives"
"Brindisi, Anthony",B001308,22,Democratic,New York,"Start: 2019, End: 2021, Chamber: House of Representatives"
"Rose, Max",R000613,11,Democratic,New York,"Start: 2019, End: 2021, Chamber: House of Representatives"
"Torres Small, Xochitl",T000484,2,Democratic,New Mexico,"Start: 2019, End: 2021, Chamber: House of Representatives"
"Watkins, Steve",W000824,2,Republican,Kansas,"Start: 2019, End: 2021, Chamber: House of Representatives"
"Finkenauer, Abby",F000467,1,Democratic,Iowa,"Start: 2019, End: 2021, Chamber: House of Representatives"
"Shalala, Donna E.",S001206,27,Democratic,Florida,"Start: 2019, End: 2021, Chamber: House of Representatives"
"Mucarsel-Powell, Debbie",M001207,26,Democratic,Florida,"Start: 2019, End: 2021, Chamber: House of Representatives"
"Spano, Ross",S001210,15,Republican,Florida,"Start: 2019, End: 2021, Chamber: House of Representatives"
"Rouda, Harley",R000616,48,Democratic,California,"Start: 2019, End: 2021, Chamber: House of Representatives"
"Cisneros, Gilbert Ray, Jr.",C001123,39,Democratic,California,"Start: 2019, End: 2021, Chamber: House of Representatives"
"Hill, Katie",H001087,25,Democratic,California,"Start: 2019, End: 2019, Chamber: House of Representatives"
"Cox, TJ",C001124,21,Democratic,California,"Start: 2019, End: 2021, Chamber: House of Representatives"
"Jones, Brenda",J000303,13,Democratic,Michigan,"Start: 2018, End: 2019, Chamber: House of Representatives"
"Jones, Doug",J000300,N/A,Democratic,Alabama,"Start: 2018, End: 2021, Chamber: Senate"
"Handel, Karen C.",H001078,6,Republican,Georgia,"Start: 2017, End: 2019, Chamber: House of Representatives"
"Gianforte, Greg",G000584,N/A,Republican,Montana,"Start: 2017, End: 2021, Chamber: House of Representatives"
"Strange, Luther",S001202,N/A,Republican,Alabama,"Start: 2017, End: 2018, Chamber: Senate"
"Garrett, Thomas A., Jr.",G000580,5,Republican,Virginia,"Start: 2017, End: 2019, Chamber: House of Representatives"
"Taylor, Scott",T000477,2,Republican,Virginia,"Start: 2017, End: 2019, Chamber: House of Representatives"
"Faso, John J.",F000464,19,Republican,New York,"Start: 2017, End: 2019, Chamber: House of Representatives"
"Kihuen, Ruben J.",K000390,4,Democratic,Nevada,"Start: 2017, End: 2019, Chamber: House of Representatives"
"Lewis, Jason",L000587,2,Republican,Minnesota,"Start: 2017, End: 2019, Chamber: House of Representatives"
"Mitchell, Paul",M001201,10,Independent,Michigan,"Start: 2017, End: 2021, Chamber: House of Representatives"
"Rooney, Francis",R000607,19,Republican,Florida,"Start: 2017, End: 2021, Chamber: House of Representatives"
"Donovan, Daniel M., Jr.",D000625,11,Republican,New York,"Start: 2015, End: 2019, Chamber: House of Representatives"
"Perdue, David",P000612,N/A,Republican,Georgia,"Start: 2015, End: 2021, Chamber: Senate"
"Jenkins, Evan H.",J000297,3,Republican,West Virginia,"Start: 2015, End: 2018, Chamber: House of Representatives"
"Comstock, Barbara",C001105,10,Republican,Virginia,"Start: 2015, End: 2019, Chamber: House of Representatives"
"Love, Mia B.",L000584,4,Republican,Utah,"Start: 2015, End: 2019, Chamber: House of Representatives"
"Hurd, Will",H001073,23,Republican,Texas,"Start: 2015, End: 2021, Chamber: House of Representatives"
"Ratcliffe, John",R000601,4,Republican,Texas,"Start: 2015, End: 2020, Chamber: House of Representatives"
"Costello, Ryan A.",C001106,6,Republican,Pennsylvania,"Start: 2015, End: 2019, Chamber: House of Representatives"
"Russell, Steve",R000604,5,Republican,Oklahoma,"Start: 2015, End: 2019, Chamber: House of Representatives"
"Hardy, Cresent",H001070,4,Republican,Nevada,"Start: 2015, End: 2017, Chamber: House of Representatives"
"MacArthur, Thomas",M001193,3,Republican,New Jersey,"Start: 2015, End: 2019, Chamber: House of Representatives"
"Ashford, Brad",A000373,2,Democratic,Nebraska,"Start: 2015, End: 2017, Chamber: House of Representatives"
"Walker, Mark",W000819,6,Republican,North Carolina,"Start: 2015, End: 2021, Chamber: House of Representatives"
"Trott, David A.",T000475,11,Republican,Michigan,"Start: 2015, End: 2019, Chamber: House of Representatives"
"Bishop, Mike",B001293,8,Republican,Michigan,"Start: 2015, End: 2019, Chamber: House of Representatives"
"Poliquin, Bruce",P000611,2,Republican,Maine,"Start: 2015, End: 2019, Chamber: House of Representatives"
"Abraham, Ralph Lee",A000374,5,Republican,Louisiana,"Start: 2015, End: 2021, Chamber: House of Representatives"
"Young, David",Y000066,3,Republican,Iowa,"Start: 2015, End: 2019, Chamber: House of Representatives"
"Blum, Rod",B001294,1,Republican,Iowa,"Start: 2015, End: 2019, Chamber: House of Representatives"
"Takai, Mark",T000473,1,Democratic,Hawaii,"Start: 2015, End: 2016, Chamber: House of Representatives"
"Curbelo, Carlos",C001107,26,Republican,Florida,"Start: 2015, End: 2019, Chamber: House of Representatives"
"Graham, Gwen",G000575,2,Democratic,Florida,"Start: 2015, End: 2017, Chamber: House of Representatives"
"Walters, Mimi",W000820,45,Republican,California,"Start: 2015, End: 2019, Chamber: House of Representatives"
"Knight, Stephen",K000387,25,Republican,California,"Start: 2015, End: 2019, Chamber: House of Representatives"
"McSally, Martha",M001197,N/A,Republican,Arizona,"Start: 2015, End: 2019, Chamber: House of Representatives; Start: 2019, End: 2020, Chamber: Senate"
"Brat, Dave",B001290,7,Republican,Virginia,"Start: 2014, End: 2019, Chamber: House of Representatives"
"Clawson, Curt",C001102,19,Republican,Florida,"Start: 2014, End: 2017, Chamber: House of Representatives"
"Jolly, David W.",J000296,13,Republican,Florida,"Start: 2014, End: 2017, Chamber: House of Representatives"
"Walsh, John E.",W000818,N/A,Democratic,Montana,"Start: 2014, End: 2015, Chamber: Senate"
"Byrne, Bradley",B001289,1,Republican,Alabama,"Start: 2014, End: 2021, Chamber: House of Representatives"
"McAllister, Vance M.",M001192,5,Republican,Louisiana,"Start: 2013, End: 2015, Chamber: House of Representatives"
"Chiesa, Jeff",C001100,N/A,Republican,New Jersey,"Start: 2013, End: 2013, Chamber: Senate"
"Kennedy, Joseph P., III",K000379,4,Democratic,Massachusetts,"Start: 2013, End: 2021, Chamber: House of Representatives"
"Heck, Denny",H001064,10,Democratic,Washington,"Start: 2013, End: 2021, Chamber: House of Representatives"
"Gallego, Pete P.",G000572,23,Democratic,Texas,"Start: 2013, End: 2015, Chamber: House of Representatives"
"O'Rourke, Beto",O000170,16,Democratic,Texas,"Start: 2013, End: 2019, Chamber: House of Representatives"
"Rothfus, Keith J.",R000598,12,Republican,Pennsylvania,"Start: 2013, End: 2019, Chamber: House of Representatives"
"Bridenstine, Jim",B001283,1,Republican,Oklahoma,"Start: 2013, End: 2018, Chamber: House of Representatives"
"Collins, Chris",C001092,27,Republican,New York,"Start: 2013, End: 2019, Chamber: House of Representatives"
"Lujan Grisham, Michelle",L000580,1,Democratic,New Mexico,"Start: 2013, End: 2019, Chamber: House of Representatives"
"Holding, George",H001065,2,Republican,North Carolina,"Start: 2013, End: 2021, Chamber: House of Representatives"
"Meadows, Mark",M001187,11,Republican,North Carolina,"Start: 2013, End: 2020, Chamber: House of Representatives"
"Pittenger, Robert",P000606,9,Republican,North Carolina,"Start: 2013, End: 2019, Chamber: House of Representatives"
"Cowan, William M.",C001099,N/A,Democratic,Massachusetts,"Start: 2013, End: 2013, Chamber: Senate"
"Heitkamp, Heidi",H001069,N/A,Democratic,North Dakota,"Start: 2013, End: 2019, Chamber: Senate"
"Bentivolio, Kerry L.",B001280,11,Republican,Michigan,"Start: 2013, End: 2015, Chamber: House of Representatives"
"Delaney, John K.",D000620,6,Democratic,Maryland,"Start: 2013, End: 2019, Chamber: House of Representatives"
"Messer, Luke",M001189,6,Republican,Indiana,"Start: 2013, End: 2019, Chamber: House of Representatives"
"Brooks, Susan W.",B001284,5,Republican,Indiana,"Start: 2013, End: 2021, Chamber: House of Representatives"
"Enyart, William L.",E000292,12,Democratic,Illinois,"Start: 2013, End: 2015, Chamber: House of Representatives"
"Gabbard, Tulsi",G000571,2,Democratic,Hawaii,"Start: 2013, End: 2021, Chamber: House of Representatives"
"Collins, Doug",C001093,9,Republican,Georgia,"Start: 2013, End: 2021, Chamber: House of Representatives"
"Garcia, Joe",G000573,26,Democratic,Florida,"Start: 2013, End: 2015, Chamber: House of Representatives"
"Radel, Trey",R000596,19,Republican,Florida,"Start: 2013, End: 2014, Chamber: House of Representatives"
"Murphy, Patrick",M001191,18,Democratic,Florida,"Start: 2013, End: 2017, Chamber: House of Representatives"
"DeSantis, Ron",D000621,6,Republican,Florida,"Start: 2013, End: 2018, Chamber: House of Representatives"
"Yoho, Ted S.",Y000065,3,Republican,Florida,"Start: 2013, End: 2021, Chamber: House of Representatives"
"Esty, Elizabeth H.",E000293,5,Democratic,Connecticut,"Start: 2013, End: 2019, Chamber: House of Representatives"
"Negrete McLeod, Gloria",N000187,35,Democratic,California,"Start: 2013, End: 2015, Chamber: House of Representatives"
"Cook, Paul",C001094,8,Republican,California,"Start: 2013, End: 2020, Chamber: House of Representatives"
"Barber, Ron",B001279,2,Democratic,Arizona,"Start: 2012, End: 2015, Chamber: House of Representatives"
"Harman, Jane",H000213,36,Democratic,California,"Start: 1993, End: 1999, Chamber: House of Representatives; Start: 2001, End: 2011, Chamber: House of Representatives"
"Kirk, Mark Steven",K000360,N/A,Republican,Illinois,"Start: 2001, End: 2010, Chamber: House of Representatives; Start: 2010, End: 2017, Chamber: Senate"
"Rehberg, Denny",R000571,N/A,Republican,Montana,"Start: 2001, End: 2013, Chamber: House of Representatives"
"Obama, Barack",O000167,N/A,Democratic,Illinois,"Start: 2005, End: 2008, Chamber: Senate"
"Cazayoux, Donald J., Jr.",C001073,6,Democratic,Louisiana,"Start: 2008, End: 2009, Chamber: House of Representatives"
"Corker, Bob",C001071,N/A,Republican,Tennessee,"Start: 2007, End: 2019, Chamber: Senate"
"Jindal, Bobby",J000287,1,Republican,Louisiana,"Start: 2005, End: 2008, Chamber: House of Representatives"
"Webb, Jim",W000803,N/A,Democratic,Virginia,"Start: 2007, End: 2013, Chamber: Senate"
"McCaskill, Claire",M001170,N/A,Democratic,Missouri,"Start: 2007, End: 2019, Chamber: Senate"
"Sekula Gibbs, Shelley",S001166,22,Republican,Texas,"Start: 2005, End: 2007, Chamber: House of Representatives"
"Weiner, Anthony D.",W000792,9,Democratic,New York,"Start: 1999, End: 2011, Chamber: House of Representatives"
"Lee, Christopher J.",L000568,26,Republican,New York,"Start: 2009, End: 2011, Chamber: House of Representatives"
"Thurmond, Strom",T000254,N/A,Republican,South Carolina,"Start: 1953, End: 2003, Chamber: Senate"
"Ayotte, Kelly",A000368,N/A,Republican,New Hampshire,"Start: 2011, End: 2017, Chamber: Senate"
"Owens, William L.",O000169,21,Democratic,New York,"Start: 2009, End: 2015, Chamber: House of Representatives"
"Turner, Robert L.",T000471,9,Republican,New York,"Start: 2011, End: 2013, Chamber: House of Representatives"
"Hahn, Janice",H001063,44,Democratic,California,"Start: 2011, End: 2017, Chamber: House of Representatives"
"Stutzman, Marlin A.",S001188,3,Republican,Indiana,"Start: 2010, End: 2017, Chamber: House of Representatives"
"Goodwin, Carte Patrick",G000561,N/A,Democratic,West Virginia,"Start: 2010, End: 2010, Chamber: Senate"
"Graves, Tom",G000560,14,Republican,Georgia,"Start: 2010, End: 2020, Chamber: House of Representatives"
"Djou, Charles K.",D000611,1,Republican,Hawaii,"Start: 2010, End: 2011, Chamber: House of Representatives"
"Critz, Mark S.",C001081,12,Democratic,Pennsylvania,"Start: 2010, End: 2013, Chamber: House of Representatives"
"Murtha, John P.",M001120,12,Democratic,Pennsylvania,"Start: 1973, End: 2010, Chamber: House of Representatives"
"Brown, Scott P.",B001268,N/A,Republican,Massachusetts,"Start: 2010, End: 2013, Chamber: Senate"
"Wexler, Robert",W000314,19,Democratic,Florida,"Start: 1997, End: 2010, Chamber: House of Representatives"
"LeMieux, George S.",L000572,N/A,Republican,Florida,"Start: 2009, End: 2011, Chamber: Senate"
"Hochul, Kathleen C.",H001062,26,Democratic,New York,"Start: 2011, End: 2013, Chamber: House of Representatives"
"Martinez, Mel",M001162,N/A,Republican,Florida,"Start: 2005, End: 2009, Chamber: Senate"
"Franken, Al",F000457,N/A,Democratic,Minnesota,"Start: 2009, End: 2018, Chamber: Senate"
"Tauscher, Ellen O.",T000057,10,Democratic,California,"Start: 1997, End: 2009, Chamber: House of Representatives"
"McHugh, John M.",M000472,23,Republican,New York,"Start: 1993, End: 2009, Chamber: House of Representatives"
"Wu, David",W000793,1,Democratic,Oregon,"Start: 1999, End: 2011, Chamber: House of Representatives"
"Carson, Julia",C000191,7,Democratic,Indiana,"Start: 1997, End: 2007, Chamber: House of Representatives"
"Ribble, Reid J.",R000587,8,Republican,Wisconsin,"Start: 2011, End: 2017, Chamber: House of Representatives"
"Duffy, Sean P.",D000614,7,Republican,Wisconsin,"Start: 2011, End: 2019, Chamber: House of Representatives"
"Hurt, Robert",H001060,5,Republican,Virginia,"Start: 2011, End: 2017, Chamber: House of Representatives"
"Rigell, E. Scott",R000589,2,Republican,Virginia,"Start: 2011, End: 2017, Chamber: House of Representatives"
"Farenthold, Blake",F000460,27,Republican,Texas,"Start: 2011, End: 2018, Chamber: House of Representatives"
"Canseco, Francisco ""Quico""",C001082,23,Republican,Texas,"Start: 2011, End: 2013, Chamber: House of Representatives"
"Flores, Bill",F000461,17,Republican,Texas,"Start: 2011, End: 2021, Chamber: House of Representatives"
"Fincher, Stephen Lee",F000458,8,Republican,Tennessee,"Start: 2011, End: 2017, Chamber: House of Representatives"
"Black, Diane",B001273,6,Republican,Tennessee,"Start: 2011, End: 2019, Chamber: House of Representatives"
"Noem, Kristi L.",N000184,N/A,Republican,South Dakota,"Start: 2011, End: 2019, Chamber: House of Representatives"
"Mulvaney, Mick",M001182,5,Republican,South Carolina,"Start: 2011, End: 2017, Chamber: House of Representatives"
"Gowdy, Trey",G000566,4,Republican,South Carolina,"Start: 2011, End: 2019, Chamber: House of Representatives"
"Barletta, Lou",B001269,11,Republican,Pennsylvania,"Start: 2011, End: 2019, Chamber: House of Representatives"
"Marino, Tom",M001179,12,Republican,Pennsylvania,"Start: 2011, End: 2019, Chamber: House of Representatives"
"Meehan, Patrick",M001181,7,Republican,Pennsylvania,"Start: 2011, End: 2018, Chamber: House of Representatives"
"Renacci, James B.",R000586,16,Republican,Ohio,"Start: 2011, End: 2019, Chamber: House of Representatives"
"Buerkle, Ann Marie",B001276,25,Republican,New York,"Start: 2011, End: 2013, Chamber: House of Representatives"
"Hanna, Richard L.",H001051,22,Republican,New York,"Start: 2011, End: 2017, Chamber: House of Representatives"
"Gibson, Christopher P.",G000564,19,Republican,New York,"Start: 2011, End: 2017, Chamber: House of Representatives"
"Hayworth, Nan A. S.",H001054,19,Republican,New York,"Start: 2011, End: 2013, Chamber: House of Representatives"
"Grimm, Michael G.",G000569,11,Republican,New York,"Start: 2011, End: 2015, Chamber: House of Representatives"
"Heck, Joseph J.",H001055,3,Republican,Nevada,"Start: 2011, End: 2017, Chamber: House of Representatives"
"Runyan, Jon",R000594,3,Republican,New Jersey,"Start: 2011, End: 2015, Chamber: House of Representatives"
"Guinta, Frank C.",G000570,1,Republican,New Hampshire,"Start: 2011, End: 2013, Chamber: House of Representatives; Start: 2015, End: 2017, Chamber: House of Representatives"
"Berg, Rick",B001272,N/A,Republican,North Dakota,"Start: 2011, End: 2013, Chamber: House of Representatives"
"Ellmers, Renee L.",E000291,2,Republican,North Carolina,"Start: 2011, End: 2017, Chamber: House of Representatives"
"Nunnelee, Alan",N000186,1,Republican,Mississippi,"Start: 2011, End: 2015, Chamber: House of Representatives"
"Cravaack, Chip",C001086,8,Republican,Minnesota,"Start: 2011, End: 2013, Chamber: House of Representatives"
"Clarke, Hansen",C001085,13,Democratic,Michigan,"Start: 2011, End: 2013, Chamber: House of Representatives"
"Amash, Justin",A000367,3,Libertarian,Michigan,"Start: 2011, End: 2021, Chamber: House of Representatives"
"Benishek, Dan",B001271,1,Republican,Michigan,"Start: 2011, End: 2017, Chamber: House of Representatives"
"Landry, Jeffrey M.",L000574,3,Republican,Louisiana,"Start: 2011, End: 2013, Chamber: House of Representatives"
"Pompeo, Mike",P000602,4,Republican,Kansas,"Start: 2011, End: 2017, Chamber: House of Representatives"
"Yoder, Kevin",Y000063,3,Republican,Kansas,"Start: 2011, End: 2019, Chamber: House of Representatives"
"Huelskamp, Tim",H001057,1,Republican,Kansas,"Start: 2011, End: 2017, Chamber: House of Representatives"
"Rokita, Todd",R000592,4,Republican,Indiana,"Start: 2011, End: 2019, Chamber: House of Representatives"
"Schilling, Robert T.",S001182,17,Republican,Illinois,"Start: 2011, End: 2013, Chamber: House of Representatives"
"Hultgren, Randy",H001059,14,Republican,Illinois,"Start: 2011, End: 2019, Chamber: House of Representatives"
"Dold, Robert J.",D000613,10,Republican,Illinois,"Start: 2011, End: 2013, Chamber: House of Representatives; Start: 2015, End: 2017, Chamber: House of Representatives"
"Walsh, Joe",W000811,8,Republican,Illinois,"Start: 2011, End: 2013, Chamber: House of Representatives"
"Labrador, Raul R.",L000573,1,Republican,Idaho,"Start: 2011, End: 2019, Chamber: House of Representatives"
"Hanabusa, Colleen",H001050,1,Democratic,Hawaii,"Start: 2011, End: 2019, Chamber: House of Representatives"
"Woodall, Rob",W000810,7,Republican,Georgia,"Start: 2011, End: 2021, Chamber: House of Representatives"
"Rivera, David",R000590,25,Republican,Florida,"Start: 2011, End: 2013, Chamber: House of Representatives"
"Adams, Sandy",A000366,24,Republican,Florida,"Start: 2011, End: 2013, Chamber: House of Representatives"
"West, Allen B.",W000807,22,Republican,Florida,"Start: 2011, End: 2013, Chamber: House of Representatives"
"Ross, Dennis A.",R000593,15,Republican,Florida,"Start: 2011, End: 2019, Chamber: House of Representatives"
"Nugent, Richard B.",N000185,11,Republican,Florida,"Start: 2011, End: 2017, Chamber: House of Representatives"
"Southerland, Steve II",S001186,2,Republican,Florida,"Start: 2011, End: 2015, Chamber: House of Representatives"
"Carney, John C., Jr.",C001083,N/A,Democratic,Delaware,"Start: 2011, End: 2017, Chamber: House of Representatives"
"Gardner, Cory",G000562,N/A,Republican,Colorado,"Start: 2011, End: 2015, Chamber: House of Representatives; Start: 2015, End: 2021, Chamber: Senate"
"Tipton, Scott  R.",T000470,3,Republican,Colorado,"Start: 2011, End: 2021, Chamber: House of Representatives"
"Denham, Jeff",D000612,10,Republican,California,"Start: 2011, End: 2019, Chamber: House of Representatives"
"Quayle, Benjamin",Q000024,3,Republican,Arizona,"Start: 2011, End: 2013, Chamber: House of Representatives"
"Griffin, Tim",G000567,2,Republican,Arkansas,"Start: 2011, End: 2015, Chamber: House of Representatives"
"Roby, Martha",R000591,2,Republican,Alabama,"Start: 2011, End: 2021, Chamber: House of Representatives"
"Kirk, Paul Grattan, Jr.",K000374,N/A,Democratic,Massachusetts,"Start: 2009, End: 2010, Chamber: Senate"
"Salazar, Ken",S001163,N/A,Democratic,Colorado,"Start: 2005, End: 2009, Chamber: Senate"
"Clinton, Hillary Rodham",C001041,N/A,Democratic,New York,"Start: 2001, End: 2009, Chamber: Senate"
"Richardson, Laura",R000581,37,Democratic,California,"Start: 2007, End: 2013, Chamber: House of Representatives"
"Broun, Paul C.",B001262,10,Republican,Georgia,"Start: 2007, End: 2015, Chamber: House of Representatives"
"Meehan, Martin T.",M000627,5,Democratic,Massachusetts,"Start: 1993, End: 2007, Chamber: House of Representatives"
"Kagen, Steve",K000365,8,Democratic,Wisconsin,"Start: 2007, End: 2011, Chamber: House of Representatives"
"Davis, David",D000606,1,Republican,Tennessee,"Start: 2007, End: 2009, Chamber: House of Representatives"
"Carney, Christopher P.",C001065,10,Democratic,Pennsylvania,"Start: 2007, End: 2011, Chamber: House of Representatives"
"Murphy, Patrick J.",M001168,8,Democratic,Pennsylvania,"Start: 2007, End: 2011, Chamber: House of Representatives"
"Sestak, Joe",S001169,7,Democratic,Pennsylvania,"Start: 2007, End: 2011, Chamber: House of Representatives"
"Altmire, Jason",A000362,4,Democratic,Pennsylvania,"Start: 2007, End: 2013, Chamber: House of Representatives"
"Fallin, Mary",F000453,5,Republican,Oklahoma,"Start: 2007, End: 2011, Chamber: House of Representatives"
"Space, Zachary T.",S001173,18,Democratic,Ohio,"Start: 2007, End: 2011, Chamber: House of Representatives"
"Sutton, Betty",S001174,13,Democratic,Ohio,"Start: 2007, End: 2013, Chamber: House of Representatives"
"Wilson, Charles A.",W000801,6,Democratic,Ohio,"Start: 2007, End: 2011, Chamber: House of Representatives"
"Arcuri, Michael A.",A000363,24,Democratic,New York,"Start: 2007, End: 2011, Chamber: House of Representatives"
"Hall, John J.",H001039,19,Democratic,New York,"Start: 2007, End: 2011, Chamber: House of Representatives"
"Heller, Dean",H001041,N/A,Republican,Nevada,"Start: 2007, End: 2011, Chamber: House of Representatives; Start: 2011, End: 2019, Chamber: Senate"
"Hodes, Paul W.",H001043,2,Democratic,New Hampshire,"Start: 2007, End: 2011, Chamber: House of Representatives"
"Shea-Porter, Carol",S001170,1,Democratic,New Hampshire,"Start: 2007, End: 2011, Chamber: House of Representatives; Start: 2013, End: 2015, Chamber: House of Representatives; Start: 2017, End: 2019, Chamber: House of Representatives"
"Shuler, Heath",S001171,11,Democratic,North Carolina,"Start: 2007, End: 2013, Chamber: House of Representatives"
"Bachmann, Michele",B001256,6,Republican,Minnesota,"Start: 2007, End: 2015, Chamber: House of Representatives"
"Ellison, Keith",E000288,5,Democratic,Minnesota,"Start: 2007, End: 2019, Chamber: House of Representatives"
"Walz, Timothy J.",W000799,1,Democratic,Minnesota,"Start: 2007, End: 2019, Chamber: House of Representatives"
"Boyda, Nancy E.",B001258,2,Democratic,Kansas,"Start: 2007, End: 2009, Chamber: House of Representatives"
"Ellsworth, Brad",E000289,8,Democratic,Indiana,"Start: 2007, End: 2011, Chamber: House of Representatives"
"Donnelly, Joe",D000607,N/A,Democratic,Indiana,"Start: 2007, End: 2013, Chamber: House of Representatives; Start: 2013, End: 2019, Chamber: Senate"
"Hare, Phil",H001040,17,Democratic,Illinois,"Start: 2007, End: 2011, Chamber: House of Representatives"
"Roskam, Peter J.",R000580,6,Republican,Illinois,"Start: 2007, End: 2019, Chamber: House of Representatives"
"Sali, Bill",S001167,1,Republican,Idaho,"Start: 2007, End: 2009, Chamber: House of Representatives"
"Loebsack, David",L000565,2,Democratic,Iowa,"Start: 2007, End: 2021, Chamber: House of Representatives"
"Braley, Bruce L.",B001259,1,Democratic,Iowa,"Start: 2007, End: 2015, Chamber: House of Representatives"
"Klein, Ron",K000366,22,Democratic,Florida,"Start: 2007, End: 2011, Chamber: House of Representatives"
"Mahoney, Tim",M001164,16,Democratic,Florida,"Start: 2007, End: 2009, Chamber: House of Representatives"
"Giffords, Gabrielle",G000554,8,Democratic,Arizona,"Start: 2007, End: 2012, Chamber: House of Representatives"
"Mitchell, Harry E.",M001167,5,Democratic,Arizona,"Start: 2007, End: 2011, Chamber: House of Representatives"
"Solis, Hilda L.",S001153,32,Democratic,California,"Start: 2001, End: 2009, Chamber: House of Representatives"
"Murphy, Scott",M001178,20,Democratic,New York,"Start: 2009, End: 2011, Chamber: House of Representatives"
"Perriello, Thomas S.P.",P000600,5,Democratic,Virginia,"Start: 2009, End: 2011, Chamber: House of Representatives"
"Nye, Glenn C.",N000183,2,Democratic,Virginia,"Start: 2009, End: 2011, Chamber: House of Representatives"
